date,price
12/10/14,347.9
12/11/14,347.7
12/12/14,353.4
12/13/14,348.2
12/14/14,349.4
12/15/14,345.4
12/16/14,330.2
12/17/14,320
12/18/14,310.3
12/19/14,317.8
12/20/14,330.4
12/21/14,322.6
12/22/14,330.8
12/23/14,335.3
12/24/14,322.4
12/25/14,319
12/26/14,330
12/27/14,315.3
12/28/14,316.5
12/29/14,314.1
12/30/14,311.3
12/31/14,318.2
1/1/15,314.9
1/2/15,315.2
1/3/15,287.1
1/4/15,264.7
1/5/15,274.8
1/6/15,282.3
1/7/15,291.3
1/8/15,282.7
1/9/15,288
1/10/15,273.4
1/11/15,264.8
1/12/15,269.3
1/13/15,221.3
1/14/15,164.9
1/15/15,209.8
1/16/15,206.9
1/17/15,199.6
1/18/15,210.6
1/19/15,215.9
1/20/15,210.6
1/21/15,228.2
1/22/15,232.7
1/23/15,232.2
1/24/15,248.2
1/25/15,252.1
1/26/15,269.2
1/27/15,263.3
1/28/15,236.2
1/29/15,234
1/30/15,231.8
1/31/15,218.5
2/1/15,225.3
2/2/15,238.9
2/3/15,227.4
2/4/15,226.6
2/5/15,216.5
2/6/15,223
2/7/15,227.7
2/8/15,223.7
2/9/15,220.3
2/10/15,219.7
2/11/15,218.8
2/12/15,221.8
2/13/15,236.2
2/14/15,258.6
2/15/15,233.3
2/16/15,235.8
2/17/15,243.2
2/18/15,235.2
2/19/15,241.9
2/20/15,244.5
2/21/15,244.4
2/22/15,235.7
2/23/15,238.8
2/24/15,238.9
2/25/15,237.3
2/26/15,236.5
2/27/15,253.5
2/28/15,254.1
3/1/15,257.9
3/2/15,273.8
3/3/15,280.6
3/4/15,271.9
3/5/15,275.2
3/6/15,272.6
3/7/15,274.9
3/8/15,274.5
3/9/15,290
3/10/15,291.4
3/11/15,295.6
3/12/15,293.9
3/13/15,287.2
3/14/15,281.6
3/15/15,284.9
3/16/15,290.4
3/17/15,285.4
3/18/15,255.9
3/19/15,260.9
3/20/15,261.8
3/21/15,259.7
3/22/15,268.6
3/23/15,265.5
3/24/15,246.7
3/25/15,246.4
3/26/15,248
3/27/15,247.2
3/28/15,252
3/29/15,242.1
3/30/15,246.8
3/31/15,244.1
4/1/15,246.2
4/2/15,252.6
4/3/15,254.5
4/4/15,252.9
4/5/15,259.6
4/6/15,255
4/7/15,253
4/8/15,244.6
4/9/15,243.3
4/10/15,234.7
4/11/15,236.5
4/12/15,235.9
4/13/15,223.6
4/14/15,218
4/15/15,223
4/16/15,228
4/17/15,222.6
4/18/15,223.4
4/19/15,223
4/20/15,224.2
4/21/15,233.7
4/22/15,233.8
4/23/15,235.4
4/24/15,231.1
4/25/15,226.1
4/26/15,218.7
4/27/15,229
4/28/15,225.8
4/29/15,225.4
4/30/15,235.8
5/1/15,233.2
5/2/15,235.3
5/3/15,240
5/4/15,239
5/5/15,235.8
5/6/15,230
5/7/15,237.7
5/8/15,243.7
5/9/15,241.4
5/10/15,240
5/11/15,241.8
5/12/15,241.6
5/13/15,236.4
5/14/15,236.9
5/15/15,237.2
5/16/15,236.2
5/17/15,236.3
5/18/15,232.6
5/19/15,232
5/20/15,234
5/21/15,235.4
5/22/15,240.4
5/23/15,238.9
5/24/15,241
5/25/15,237.4
5/26/15,237.8
5/27/15,237.3
5/28/15,237.3
5/29/15,237
5/30/15,233.2
5/31/15,229.8
6/1/15,223.1
6/2/15,225.7
6/3/15,225.6
6/4/15,224.2
6/5/15,225.3
6/6/15,224.7
6/7/15,223.5
6/8/15,228.6
6/9/15,229.6
6/10/15,228.8
6/11/15,229.9
6/12/15,230.5
6/13/15,232.5
6/14/15,233.8
6/15/15,237
6/16/15,249.8
6/17/15,247.4
6/18/15,248.4
6/19/15,244.1
6/20/15,245
6/21/15,244.1
6/22/15,247.5
6/23/15,243.8
6/24/15,240.6
6/25/15,242.6
6/26/15,242.9
6/27/15,250.7
6/28/15,248.9
6/29/15,257
6/30/15,264.1
7/1/15,257.6
7/2/15,254.9
7/3/15,255.4
7/4/15,260.5
7/5/15,270.1
7/6/15,269.1
7/7/15,266.2
7/8/15,268.6
7/9/15,269.1
7/10/15,283.6
7/11/15,292
7/12/15,310.4
7/13/15,290.4
7/14/15,287
7/15/15,283.4
7/16/15,276.6
7/17/15,279.6
7/18/15,274
7/19/15,273.2
7/20/15,277.7
7/21/15,275.1
7/22/15,276.5
7/23/15,275.5
7/24/15,288.4
7/25/15,288.7
7/26/15,291.8
7/27/15,293
7/28/15,293.7
7/29/15,288.4
7/30/15,287
7/31/15,283.7
8/1/15,280.5
8/2/15,281.4
8/3/15,281.6
8/4/15,284.3
8/5/15,281.7
8/6/15,278
8/7/15,277.9
8/8/15,258.6
8/9/15,263.9
8/10/15,263.3
8/11/15,269
8/12/15,267.7
8/13/15,263.4
8/14/15,265
8/15/15,260.5
8/16/15,257.1
8/17/15,257.1
8/18/15,246.7
8/19/15,226
8/20/15,234.7
8/21/15,232.4
8/22/15,229.5
8/23/15,226.8
8/24/15,211.4
8/25/15,220.5
8/26/15,225
8/27/15,222.7
8/28/15,231.6
8/29/15,228.5
8/30/15,228.4
8/31/15,229.5
9/1/15,227.2
9/2/15,228.6
9/3/15,226.2
9/4/15,230.3
9/5/15,233.7
9/6/15,239.9
9/7/15,239.6
9/8/15,243.2
9/9/15,237.4
9/10/15,238.1
9/11/15,239.9
9/12/15,235.6
9/13/15,230.2
9/14/15,229.9
9/15/15,229.5
9/16/15,228.6
9/17/15,232.7
9/18/15,232.2
9/19/15,231.1
9/20/15,231.1
9/21/15,226.3
9/22/15,230
9/23/15,229.9
9/24/15,233.8
9/25/15,235
9/26/15,234.3
9/27/15,232.5
9/28/15,238.9
9/29/15,236.7
9/30/15,235.9
10/1/15,237.1
10/2/15,236.7
10/3/15,238.6
10/4/15,238.3
10/5/15,240.1
10/6/15,246.1
10/7/15,243
10/8/15,242.6
10/9/15,244
10/10/15,245.4
10/11/15,247.6
10/12/15,245.4
10/13/15,248.8
10/14/15,252.3
10/15/15,254.4
10/16/15,262.9
10/17/15,269.6
10/18/15,261.7
10/19/15,263.8
10/20/15,269.8
10/21/15,267.1
10/22/15,274.4
10/23/15,276.9
10/24/15,282.6
10/25/15,287.9
10/26/15,285.1
10/27/15,294.7
10/28/15,303.5
10/29/15,313.6
10/30/15,327.1
10/31/15,311.2
11/1/15,323
11/2/15,359.3
11/3/15,396.5
11/4/15,400.9
11/5/15,382.7
11/6/15,369.8
11/7/15,385.1
11/8/15,371.6
11/9/15,380.2
11/10/15,336.7
11/11/15,304.7
11/12/15,333.9
11/13/15,333.8
11/14/15,331.8
11/15/15,317.5
11/16/15,330.2
11/17/15,333.9
11/18/15,335.9
11/19/15,325
11/20/15,321.1
11/21/15,324.7
11/22/15,322.8
11/23/15,322.1
11/24/15,318.4
11/25/15,327.5
11/26/15,353.7
11/27/15,359.5
11/28/15,355.8
11/29/15,370.8
11/30/15,378
12/1/15,361.8
12/2/15,360
12/3/15,360.3
12/4/15,361.7
12/5/15,386.7
12/6/15,393.4
12/7/15,394.3
12/8/15,410.7
12/9/15,416
12/10/15,415.5
12/11/15,449.8
12/12/15,432.3
12/13/15,434.7
12/14/15,442
12/15/15,462.6
12/16/15,454
12/17/15,455.5
12/18/15,463.2
12/19/15,461.2
12/20/15,441.8
12/21/15,437.6
12/22/15,437
12/23/15,442.4
12/24/15,453
12/25/15,454
12/26/15,415.4
12/27/15,422.4
12/28/15,421.8
12/29/15,431.9
12/30/15,427.1
12/31/15,430
1/1/16,434
1/2/16,433.7
1/3/16,430.7
1/4/16,433.3
1/5/16,431.2
1/6/16,430.8
1/7/16,457
1/8/16,452.9
1/9/16,448.3
1/10/16,446.2
1/11/16,447.7
1/12/16,445
1/13/16,432.2
1/14/16,429.1
1/15/16,372.3
1/16/16,385
1/17/16,382.5
1/18/16,384.4
1/19/16,379.5
1/20/16,414.6
1/21/16,410.2
1/22/16,382.6
1/23/16,388.6
1/24/16,402.1
1/25/16,392.8
1/26/16,389.8
1/27/16,395
1/28/16,379.7
1/29/16,380.3
1/30/16,377.8
1/31/16,369.8
2/1/16,372.2
2/2/16,373.9
2/3/16,368
2/4/16,390.6
2/5/16,386.5
2/6/16,376.7
2/7/16,377.9
2/8/16,372.6
2/9/16,375.3
2/10/16,381.9
2/11/16,379.5
2/12/16,384
2/13/16,390.1
2/14/16,405.5
2/15/16,401.1
2/16/16,406.4
2/17/16,417.1
2/18/16,421.4
2/19/16,420
2/20/16,440.1
2/21/16,437.9
2/22/16,437.8
2/23/16,419.9
2/24/16,422.7
2/25/16,423.5
2/26/16,427.3
2/27/16,431.3
2/28/16,432.5
2/29/16,436.2
3/1/16,434
3/2/16,425.4
3/3/16,419.6
3/4/16,409.5
3/5/16,399
3/6/16,406
3/7/16,414.9
3/8/16,411.9
3/9/16,412.8
3/10/16,415.8
3/11/16,419.1
3/12/16,410.4
3/13/16,412.4
3/14/16,414.3
3/15/16,415.1
3/16/16,415.9
3/17/16,418.2
3/18/16,408.2
3/19/16,408.7
3/20/16,411.5
3/21/16,411.1
3/22/16,416.2
3/23/16,417
3/24/16,414.7
3/25/16,415.7
3/26/16,416.5
3/27/16,424.6
3/28/16,422.2
3/29/16,415
3/30/16,412.4
3/31/16,415.7
4/1/16,415.6
4/2/16,418.5
4/3/16,419.1
4/4/16,419.3
4/5/16,422.1
4/6/16,421.3
4/7/16,420.1
4/8/16,417.7
4/9/16,418
4/10/16,420.3
4/11/16,421.4
4/12/16,424.7
4/13/16,423.5
4/14/16,424
4/15/16,428.7
4/16/16,430
4/17/16,426.3
4/18/16,427.7
4/19/16,434.9
4/20/16,441.2
4/21/16,449.3
4/22/16,445.3
4/23/16,450.1
4/24/16,457.6
4/25/16,461.7
4/26/16,466
4/27/16,447
4/28/16,448.5
4/29/16,455
4/30/16,448.5
5/1/16,452.2
5/2/16,444.2
5/3/16,450.3
5/4/16,445.8
5/5/16,448.1
5/6/16,459.6
5/7/16,458.5
5/8/16,457.9
5/9/16,460.4
5/10/16,449.4
5/11/16,452.5
5/12/16,454.4
5/13/16,455.4
5/14/16,456.4
5/15/16,458.1
5/16/16,454.9
5/17/16,453.3
5/18/16,454.2
5/19/16,442.7
5/20/16,442.1
5/21/16,443.6
5/22/16,439.6
5/23/16,443.7
5/24/16,446.1
5/25/16,449.8
5/26/16,453.3
5/27/16,474
5/28/16,524.2
5/29/16,516
5/30/16,532.3
5/31/16,528.9
6/1/16,537.4
6/2/16,537.1
6/3/16,567
6/4/16,572
6/5/16,574.9
6/6/16,583.6
6/7/16,575.6
6/8/16,580.5
6/9/16,574.7
6/10/16,577.9
6/11/16,591.6
6/12/16,666.5
6/13/16,700.1
6/14/16,685.1
6/15/16,690.8
6/16/16,761.2
6/17/16,743.9
6/18/16,753.8
6/19/16,761
6/20/16,734
6/21/16,667.4
6/22/16,590.6
6/23/16,620.8
6/24/16,656.9
6/25/16,663.5
6/26/16,625.4
6/27/16,644.7
6/28/16,644.9
6/29/16,636.5
6/30/16,670
7/1/16,674.6
7/2/16,698.1
7/3/16,661.6
7/4/16,675.2
7/5/16,663.7
7/6/16,672.7
7/7/16,635.3
7/8/16,662.8
7/9/16,651.8
7/10/16,647.1
7/11/16,646.7
7/12/16,670.6
7/13/16,661.2
7/14/16,657.3
7/15/16,664.2
7/16/16,660.7
7/17/16,676.3
7/18/16,670.4
7/19/16,671.1
7/20/16,664.4
7/21/16,664.6
7/22/16,651.1
7/23/16,655.2
7/24/16,659.3
7/25/16,654
7/26/16,654.4
7/27/16,654.5
7/28/16,654.1
7/29/16,655.4
7/30/16,654.7
7/31/16,621.9
8/1/16,607
8/2/16,513.4
8/3/16,566.4
8/4/16,576.2
8/5/16,574.7
8/6/16,586.5
8/7/16,590.8
8/8/16,589.2
8/9/16,585.3
8/10/16,590.9
8/11/16,587.8
8/12/16,587.1
8/13/16,584.6
8/14/16,569.1
8/15/16,567
8/16/16,580.2
8/17/16,572.3
8/18/16,573.4
8/19/16,574.6
8/20/16,582.6
8/21/16,580.7
8/22/16,587.5
8/23/16,583.6
8/24/16,579.7
8/25/16,578
8/26/16,579.4
8/27/16,570.3
8/28/16,575
8/29/16,574.2
8/30/16,577.3
8/31/16,573.9
9/1/16,572
9/2/16,575.3
9/3/16,598.8
9/4/16,609.5
9/5/16,605.8
9/6/16,610.4
9/7/16,613.2
9/8/16,625.6
9/9/16,623.2
9/10/16,624.5
9/11/16,605.6
9/12/16,608
9/13/16,608.6
9/14/16,609.5
9/15/16,608.1
9/16/16,607.8
9/17/16,607.1
9/18/16,610.7
9/19/16,609.8
9/20/16,609.2
9/21/16,597.2
9/22/16,595.6
9/23/16,602.9
9/24/16,602.6
9/25/16,601.5
9/26/16,606.5
9/27/16,605.5
9/28/16,604.7
9/29/16,604.7
9/30/16,608.1
10/1/16,613.4
10/2/16,610.7
10/3/16,611.6
10/4/16,609
10/5/16,611.8
10/6/16,611
10/7/16,616
10/8/16,617.7
10/9/16,615.8
10/10/16,617.3
10/11/16,640.5
10/12/16,636
10/13/16,635.6
10/14/16,637.9
10/15/16,637
10/16/16,640.1
10/17/16,637.4
10/18/16,635.3
10/19/16,629.1
10/20/16,628.3
10/21/16,630.5
10/22/16,655.5
10/23/16,653
10/24/16,650.5
10/25/16,651
10/26/16,674.7
10/27/16,682.3
10/28/16,686.2
10/29/16,715
10/30/16,697.3
10/31/16,698.7
11/1/16,726.8
11/2/16,733.5
11/3/16,684.9
11/4/16,702.1
11/5/16,702.1
11/6/16,709.9
11/7/16,705.4
11/8/16,710.9
11/9/16,721.4
11/10/16,714.6
11/11/16,715
11/12/16,704.3
11/13/16,702
11/14/16,704.6
11/15/16,711.1
11/16/16,740.3
11/17/16,737.5
11/18/16,747
11/19/16,747.9
11/20/16,728.5
11/21/16,736.2
11/22/16,749.3
11/23/16,741.1
11/24/16,735.3
11/25/16,740.4
11/26/16,734.1
11/27/16,729.4
11/28/16,733.3
11/29/16,732.6
11/30/16,742.5
12/1/16,752.6
12/2/16,770.9
12/3/16,764.2
12/4/16,766.4
12/5/16,754.3
12/6/16,758.2
12/7/16,765.6
12/8/16,768.5
12/9/16,770.5
12/10/16,774
12/11/16,767.9
12/12/16,778.5
12/13/16,778.7
12/14/16,776.5
12/15/16,775.2
12/16/16,782
12/17/16,787.2
12/18/16,789
12/19/16,789.8
12/20/16,799.1
12/21/16,829.2
12/22/16,860.2
12/23/16,917.2
12/24/16,891.1
12/25/16,891.1
12/26/16,898.4
12/27/16,925.8
12/28/16,972.2
12/29/16,971.1
12/30/16,959
12/31/16,963.4
1/1/17,995.4
1/2/17,1017
1/3/17,1033.3
1/4/17,1135.4
1/5/17,989.3
1/6/17,886.2
1/7/17,888.9
1/8/17,900.9
1/9/17,899.8
1/10/17,904.4
1/11/17,785.4
1/12/17,810.1
1/13/17,824.8
1/14/17,819.6
1/15/17,821.2
1/16/17,827.3
1/17/17,899.7
1/18/17,872
1/19/17,895.2
1/20/17,892.9
1/21/17,919.8
1/22/17,918.8
1/23/17,921.5
1/24/17,893.8
1/25/17,894.4
1/26/17,915.6
1/27/17,918
1/28/17,918.5
1/29/17,914.5
1/30/17,920.7
1/31/17,965.5
2/1/17,982.4
2/2/17,1004
2/3/17,1013
2/4/17,1031.8
2/5/17,1016.1
2/6/17,1024.7
2/7/17,1049.6
2/8/17,1055.5
2/9/17,979
2/10/17,997.6
2/11/17,1008.3
2/12/17,996.5
2/13/17,995.4
2/14/17,1008.3
2/15/17,1008.2
2/16/17,1031.9
2/17/17,1049.4
2/18/17,1052.3
2/19/17,1048.9
2/20/17,1077.6
2/21/17,1119
2/22/17,1120.5
2/23/17,1171.9
2/24/17,1176.5
2/25/17,1149.1
2/26/17,1171.6
2/27/17,1188.8
2/28/17,1189.3
3/1/17,1222.7
3/2/17,1255.5
3/3/17,1283.3
3/4/17,1264.3
3/5/17,1271.2
3/6/17,1277
3/7/17,1232.7
3/8/17,1147
3/9/17,1191.3
3/10/17,1112.4
3/11/17,1179.2
3/12/17,1225.1
3/13/17,1238.2
3/14/17,1243.1
3/15/17,1253.4
3/16/17,1172.9
3/17/17,1071.7
3/18/17,971.4
3/19/17,1022.6
3/20/17,1047.5
3/21/17,1121.3
3/22/17,1044.7
3/23/17,1035
3/24/17,939.7
3/25/17,966.3
3/26/17,969.4
3/27/17,1045.1
3/28/17,1044.4
3/29/17,1041.9
3/30/17,1037.9
3/31/17,1079.1
4/1/17,1086.1
4/2/17,1097.4
4/3/17,1147.6
4/4/17,1141.8
4/5/17,1129.9
4/6/17,1188.7
4/7/17,1190.5
4/8/17,1180.8
4/9/17,1204.3
4/10/17,1206.7
4/11/17,1220.7
4/12/17,1212.5
4/13/17,1176.2
4/14/17,1177.3
4/15/17,1177
4/16/17,1176.8
4/17/17,1194
4/18/17,1206.1
4/19/17,1215.2
4/20/17,1238.1
4/21/17,1249.6
4/22/17,1240.9
4/23/17,1249.1
4/24/17,1248.2
4/25/17,1264.3
4/26/17,1286.6
4/27/17,1332.9
4/28/17,1329.6
4/29/17,1336.3
4/30/17,1351.9
5/1/17,1415.8
5/2/17,1445.9
5/3/17,1485.6
5/4/17,1516.8
5/5/17,1507.8
5/6/17,1545.3
5/7/17,1554.4
5/8/17,1664.5
5/9/17,1697.5
5/10/17,1752.3
5/11/17,1819.3
5/12/17,1686.4
5/13/17,1763.7
5/14/17,1772.6
5/15/17,1708.9
5/16/17,1729.3
5/17/17,1801.3
5/18/17,1881
5/19/17,1962
5/20/17,2040.2
5/21/17,2044.2
5/22/17,2124.4
5/23/17,2272.6
5/24/17,2445.3
5/25/17,2307.2
5/26/17,2244.9
5/27/17,2052.4
5/28/17,2189
5/29/17,2278.2
5/30/17,2192.6
5/31/17,2303.3
6/1/17,2412.6
6/2/17,2492.6
6/3/17,2545.4
6/4/17,2524.1
6/5/17,2705
6/6/17,2870.5
6/7/17,2691.5
6/8/17,2798.8
6/9/17,2811.4
6/10/17,2900.3
6/11/17,2973.4
6/12/17,2656.8
6/13/17,2713
6/14/17,2467.3
6/15/17,2442.5
6/16/17,2508.6
6/17/17,2655.1
6/18/17,2539.6
6/19/17,2616.8
6/20/17,2754.4
6/21/17,2677.6
6/22/17,2722.8
6/23/17,2710.4
6/24/17,2590.1
6/25/17,2541.6
6/26/17,2446.1
6/27/17,2583.8
6/28/17,2577.7
6/29/17,2558.4
6/30/17,2480.6
7/1/17,2424.6
7/2/17,2536.5
7/3/17,2572.5
7/4/17,2617.3
7/5/17,2627.9
7/6/17,2614.2
7/7/17,2513.9
7/8/17,2564.9
7/9/17,2511.4
7/10/17,2344
7/11/17,2324.3
7/12/17,2403.1
7/13/17,2362.4
7/14/17,2234.2
7/15/17,1975.1
7/16/17,1914.1
7/17/17,2233.4
7/18/17,2320.2
7/19/17,2282.6
7/20/17,2866
7/21/17,2675.1
7/22/17,2836.5
7/23/17,2756.6
7/24/17,2763.4
7/25/17,2582.6
7/26/17,2559.2
7/27/17,2691.9
7/28/17,2806.8
7/29/17,2733.5
7/30/17,2766.5
7/31/17,2883.3
8/1/17,2747
8/2/17,2720.5
8/3/17,2810
8/4/17,2878.5
8/5/17,3262.8
8/6/17,3232
8/7/17,3401.9
8/8/17,3429.4
8/9/17,3348.8
8/10/17,3425.7
8/11/17,3654.4
8/12/17,3871.6
8/13/17,4062.6
8/14/17,4327.9
8/15/17,4161.7
8/16/17,4387.4
8/17/17,4278.9
8/18/17,4105.4
8/19/17,4150.5
8/20/17,4066.6
8/21/17,4005.1
8/22/17,4089.7
8/23/17,4141.1
8/24/17,4318.4
8/25/17,4364.4
8/26/17,4352.3
8/27/17,4345.8
8/28/17,4390.3
8/29/17,4597.3
8/30/17,4583
8/31/17,4735.1
9/1/17,4921.9
9/2/17,4573.8
9/3/17,4612.9
9/4/17,4267.5
9/5/17,4409.1
9/6/17,4618.7
9/7/17,4635.6
9/8/17,4326.5
9/9/17,4335.1
9/10/17,4245.9
9/11/17,4217.9
9/12/17,4158.9
9/13/17,3870.3
9/14/17,3243.1
9/15/17,3713.8
9/16/17,3698.9
9/17/17,3689.6
9/18/17,4100.3
9/19/17,3908
9/20/17,3882.2
9/21/17,3617.3
9/22/17,3600.8
9/23/17,3788
9/24/17,3667.5
9/25/17,3932.8
9/26/17,3892.7
9/27/17,4212.2
9/28/17,4195.6
9/29/17,4172.8
9/30/17,4360.6
10/1/17,4403.1
10/2/17,4401.3
10/3/17,4314.2
10/4/17,4218.7
10/5/17,4321.4
10/6/17,4371.9
10/7/17,4435.8
10/8/17,4611.7
10/9/17,4777.5
10/10/17,4763.4
10/11/17,4824.2
10/12/17,5432.6
10/13/17,5637.3
10/14/17,5824.7
10/15/17,5688.1
10/16/17,5759.3
10/17/17,5598.6
10/18/17,5575.8
10/19/17,5698.6
10/20/17,5993.1
10/21/17,6006.6
10/22/17,5982.9
10/23/17,5903.6
10/24/17,5513.1
10/25/17,5734
10/26/17,5887.6
10/27/17,5764.6
10/28/17,5726.6
10/29/17,6147.5
10/30/17,6124.3
10/31/17,6451.2
11/1/17,6737.8
11/2/17,7024.8
11/3/17,7152.1
11/4/17,7363.8
11/5/17,7389.5
11/6/17,6959.2
11/7/17,7102.8
11/8/17,7444.4
11/9/17,7129.6
11/10/17,6565.8
11/11/17,6339.9
11/12/17,5878.1
11/13/17,6522.5
11/14/17,6597.1
11/15/17,7283.2
11/16/17,7853.7
11/17/17,7700
11/18/17,7780.9
11/19/17,8042.6
11/20/17,8244.7
11/21/17,8100
11/22/17,8234.5
11/23/17,8013.4
11/24/17,8200.8
11/25/17,8754.7
11/26/17,9318.4
11/27/17,9733.2
11/28/17,9906
11/29/17,9837.9
11/30/17,9946.8
12/1/17,10861.5
12/2/17,10912.7
12/3/17,11246.2
12/4/17,11623.9
12/5/17,11667.1
12/6/17,13749.6
12/7/17,16850.3
12/8/17,16047.6
12/9/17,14843.4
12/10/17,15059.6
12/11/17,16732.5
12/12/17,17083.9
12/13/17,16286.8
12/14/17,16467.9
12/15/17,17604.8
12/16/17,19345.5
12/17/17,19065.7
12/18/17,18972.3
12/19/17,17523.7
12/20/17,16462
12/21/17,15632.1
12/22/17,13665
12/23/17,14396.5
12/24/17,13790
12/25/17,13833.5
12/26/17,15756.6
12/27/17,15416.6
12/28/17,14398.7
12/29/17,14392.6
12/30/17,12531.5
12/31/17,13850.4
1/1/18,13444.9
1/2/18,14754.1
1/3/18,15156.6
1/4/18,15180.1
1/5/18,16954.8
1/6/18,17172.3
1/7/18,16228.2
1/8/18,14976.2
1/9/18,14778.5
1/10/18,15043
1/11/18,13535.4
1/12/18,13886.7
1/13/18,14292.2
1/14/18,13695.2
1/15/18,13697.5
1/16/18,11362
1/17/18,11192.3
1/18/18,11245.4
1/19/18,11580.2
1/20/18,12858.9
1/21/18,11594.9
1/22/18,10864.8
1/23/18,10903.2
1/24/18,11452.3
1/25/18,11203
1/26/18,11118.1
1/27/18,11467.5
1/28/18,11795.1
1/29/18,11244.8
1/30/18,10166
1/31/18,10265.4
2/1/18,9181.1
2/2/18,8893.2
2/3/18,9241.1
2/4/18,8222.2
2/5/18,6938.5
2/6/18,7701.2
2/7/18,7594.7
2/8/18,8164.2
2/9/18,8699.8
2/10/18,8559.6
2/11/18,8081.9
2/12/18,8903.5
2/13/18,8539.2
2/14/18,9476.3
2/15/18,10037.3
2/16/18,10178.7
2/17/18,11073.5
2/18/18,10398.8
2/19/18,11169.4
2/20/18,11238.7
2/21/18,10473
2/22/18,9841.7
2/23/18,10170.4
2/24/18,9704.3
2/25/18,9585.2
2/26/18,10285.1
2/27/18,10594.4
2/28/18,10333.9
3/1/18,10904.5
3/2/18,10827.7
3/3/18,11402.3
3/4/18,11416.5
3/5/18,11330.6
3/6/18,10675.1
3/7/18,9902.9
3/8/18,9300
3/9/18,9217
3/10/18,8762
3/11/18,9529.6
3/12/18,9137.4
3/13/18,9154.9
3/14/18,8210.6
3/15/18,8264.4
3/16/18,8289.2
3/17/18,7874.9
3/18/18,8201.2
3/19/18,8616.8
3/20/18,8912.6
3/21/18,8905.9
3/22/18,8726.2
3/23/18,8916.8
3/24/18,8547.4
3/25/18,8473.2
3/26/18,8143.5
3/27/18,7801.7
3/28/18,7954.9
3/29/18,7129.2
3/30/18,6853.7
3/31/18,6938.2
4/1/18,6825.2
4/2/18,7068.4
4/3/18,7424.2
4/4/18,6808.9
4/5/18,6782
4/6/18,6624.3
4/7/18,6905.7
4/8/18,7030.5
4/9/18,6781.9
4/10/18,6854.8
4/11/18,6962.1
4/12/18,7926.6
4/13/18,7887.4
4/14/18,8004.4
4/15/18,8363.6
4/16/18,8070
4/17/18,7908.6
4/18/18,8178.4
4/19/18,8290.8
4/20/18,8867
4/21/18,8923.1
4/22/18,8806.7
4/23/18,8952.8
4/24/18,9645.3
4/25/18,8873.1
4/26/18,9287
4/27/18,8940.9
4/28/18,9352.4
4/29/18,9415.1
4/30/18,9245.1
5/1/18,9074.9
5/2/18,9243.2
5/3/18,9749.7
5/4/18,9708.6
5/5/18,9853.5
5/6/18,9656.4
5/7/18,9431.6
5/8/18,9196.4
5/9/18,9319.1
5/10/18,9025.7
5/11/18,8408.3
5/12/18,8459.5
5/13/18,8693.5
5/14/18,8674.1
5/15/18,8477
5/16/18,8344.4
5/17/18,8063
5/18/18,8245.7
5/19/18,8245.1
5/20/18,8529
5/21/18,8403.3
5/22/18,8006
5/23/18,7512.3
5/24/18,7592.9
5/25/18,7477.7
5/26/18,7361.3
5/27/18,7366.7
5/28/18,7119.3
5/29/18,7467.7
5/30/18,7400.1
5/31/18,7502.6
6/1/18,7530.8
6/2/18,7646.6
6/3/18,7729.3
6/4/18,7504.3
6/5/18,7631.5
6/6/18,7661
6/7/18,7697.8
6/8/18,7622.1
6/9/18,7515.8
6/10/18,6775.1
6/11/18,6885.9
6/12/18,6558.2
6/13/18,6312.3
6/14/18,6647.1
6/15/18,6410.3
6/16/18,6505.8
6/17/18,6460.3
6/18/18,6719.8
6/19/18,6752.4
6/20/18,6765.4
6/21/18,6728
6/22/18,6055.7
6/23/18,6167.3
6/24/18,6154.6
6/25/18,6256.6
6/26/18,6082.1
6/27/18,6154.9
6/28/18,5883.5
6/29/18,6213.3
6/30/18,6398.9
7/1/18,6366.8
7/2/18,6619.5
7/3/18,6513.5
7/4/18,6598.4
7/5/18,6546.5
7/6/18,6617.7
7/7/18,6765.5
7/8/18,6714.8
7/9/18,6667.1
7/10/18,6307.2
7/11/18,6389.1
7/12/18,6250.6
7/13/18,6230.2
7/14/18,6254.8
7/15/18,6362.9
7/16/18,6729.9
7/17/18,7322
7/18/18,7383.6
7/19/18,7477.5
7/20/18,7339.4
7/21/18,7408.7
7/22/18,7412.3
7/23/18,7723
7/24/18,8407
7/25/18,8173.7
7/26/18,7937
7/27/18,8187.4
7/28/18,8234.1
7/29/18,8215.6
7/30/18,8177.1
7/31/18,7729.4
8/1/18,7606.4
8/2/18,7535.6
8/3/18,7419
8/4/18,7014.3
8/5/18,7027.1
8/6/18,6943.6
8/7/18,6724.9
8/8/18,6283.6
8/9/18,6538.8
8/10/18,6152.3
8/11/18,6231.6
8/12/18,6313
8/13/18,6255.3
8/14/18,6190.2
8/15/18,6256.9
8/16/18,6306.7
8/17/18,6581.7
8/18/18,6379.1
8/19/18,6481.5
8/20/18,6268.1
8/21/18,6482.2
8/22/18,6359.6
8/23/18,6521.2
8/24/18,6680.4
8/25/18,6734.8
8/26/18,6712.7
8/27/18,6897.6
8/28/18,7074.6
8/29/18,7029.1
8/30/18,6993.7
8/31/18,7033.8
9/1/18,7189.6
9/2/18,7293.9
9/3/18,7264.2
9/4/18,7377.5
9/5/18,6706.8
9/6/18,6514
9/7/18,6390.9
9/8/18,6184.3
9/9/18,6238.5
9/10/18,6321
9/11/18,6293.9
9/12/18,6338
